marker1,marker2,marker3,marker4,marker5,marker6,marker7,Patch filename,label,EM
-1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0975_row_14222_column_34315,2,2
-1,2,3,-1,-1,-1,-1,CasoHEProstata_A_0975_row_14222_column_36363,2,3
-1,-1,-1,0,-1,1,-1,CasoHEProstata_A_0975_row_16270_column_32267,1,1
2,3,-1,-1,-1,-1,-1,CasoHEProstata_A_0975_row_16270_column_34315,3,3
-1,2,-1,-1,-1,2,2,CasoHEProstata_A_0975_row_18318_column_30219,2,2
-1,-1,2,-1,0,-1,-1,CasoHEProstata_A_0975_row_18318_column_32267,2,2
-1,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0975_row_20366_column_28171,1,1
-1,-1,2,2,-1,-1,-1,CasoHEProstata_A_0975_row_20366_column_30219,2,2
-1,-1,-1,-1,0,-1,2,CasoHEProstata_A_0975_row_20366_column_32267,2,0
-1,-1,-1,2,-1,2,-1,CasoHEProstata_A_0975_row_22414_column_26123,2,2
-1,-1,2,-1,-1,-1,-1,CasoHEProstata_A_0975_row_22414_column_28171,2,2
-1,0,-1,-1,-1,-1,2,CasoHEProstata_A_0975_row_22414_column_30219,2,0
-1,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0975_row_24462_column_22027,2,2
-1,2,-1,-1,2,-1,-1,CasoHEProstata_A_0975_row_24462_column_24075,2,2
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0975_row_24462_column_26123,2,2
2,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0975_row_26510_column_22027,2,2
-1,-1,-1,2,-1,2,-1,CasoHEProstata_A_0975_row_26510_column_24075,2,2
-1,3,-1,0,-1,-1,-1,CasoHEProstata_A_0975_row_26510_column_54795,3,0
3,-1,-1,-1,1,-1,3,CasoHEProstata_A_0975_row_28558_column_17931,3,2
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0975_row_28558_column_22027,2,0
-1,-1,2,2,-1,-1,-1,CasoHEProstata_A_0975_row_28558_column_48651,2,2
2,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0975_row_28558_column_50699,2,2
-1,-1,-1,-1,1,-1,3,CasoHEProstata_A_0975_row_28558_column_52747,3,2
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0975_row_28558_column_54795,0,0
3,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0975_row_30606_column_13835,3,0
-1,-1,2,-1,-1,2,-1,CasoHEProstata_A_0975_row_30606_column_15883,2,2
-1,-1,2,2,-1,-1,-1,CasoHEProstata_A_0975_row_30606_column_17931,2,2
2,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0975_row_30606_column_19979,2,0
3,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0975_row_30606_column_46603,3,3
-1,-1,2,1,-1,-1,-1,CasoHEProstata_A_0975_row_30606_column_48651,2,1
2,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0975_row_30606_column_50699,2,2
-1,1,0,-1,-1,-1,-1,CasoHEProstata_A_0975_row_30606_column_52747,1,0
1,-1,-1,2,-1,-1,-1,CasoHEProstata_A_0975_row_32654_column_15883,2,2
3,-1,-1,-1,-1,3,-1,CasoHEProstata_A_0975_row_32654_column_44555,3,3
-1,1,-1,-1,-1,2,-1,CasoHEProstata_A_0975_row_32654_column_46603,2,2
-1,-1,1,-1,-1,2,-1,CasoHEProstata_A_0975_row_34702_column_42507,2,1
-1,1,-1,-1,1,-1,-1,CasoHEProstata_A_0975_row_34702_column_44555,1,1
-1,2,-1,-1,3,-1,-1,CasoHEProstata_A_0975_row_36750_column_40459,2,3
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0975_row_38798_column_40459,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_0975_row_3982_column_42507,0,0
2,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0975_row_3982_column_44555,1,2
-1,1,-1,-1,-1,-1,2,CasoHEProstata_A_0975_row_40846_column_34315,2,1
1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0975_row_42894_column_34315,1,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0975_row_44942_column_32267,2,0
1,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0975_row_46990_column_26123,1,1
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0975_row_46990_column_28171,0,0
-1,-1,2,-1,1,-1,-1,CasoHEProstata_A_0975_row_46990_column_30219,2,2
3,2,-1,-1,-1,-1,-1,CasoHEProstata_A_0975_row_49038_column_22027,3,3
3,-1,2,-1,3,-1,-1,CasoHEProstata_A_0975_row_49038_column_24075,3,3
-1,-1,0,2,-1,-1,-1,CasoHEProstata_A_0975_row_49038_column_26123,2,2
2,-1,-1,-1,-1,2,-1,CasoHEProstata_A_0975_row_51086_column_17931,2,2
-1,1,-1,2,-1,2,-1,CasoHEProstata_A_0975_row_51086_column_19979,2,2
3,1,-1,-1,1,-1,-1,CasoHEProstata_A_0975_row_51086_column_24075,1,2
-1,-1,0,-1,-1,0,-1,CasoHEProstata_A_0975_row_53134_column_19979,0,0
-1,-1,-1,0,-1,3,3,CasoHEProstata_A_0975_row_6030_column_40459,3,3
2,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0975_row_6030_column_42507,2,0
1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0975_row_6030_column_44555,1,1
-1,2,-1,-1,-1,-1,3,CasoHEProstata_A_0975_row_8078_column_40459,2,3
-1,0,-1,-1,1,-1,-1,CasoHEProstata_A_0977_row_24144_column_54587,1,1
2,2,-1,-1,-1,-1,-1,CasoHEProstata_A_0977_row_24144_column_56635,2,2
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0977_row_24144_column_60731,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0977_row_26192_column_54587,0,0
1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0977_row_26192_column_56635,1,0
-1,-1,-1,0,-1,1,-1,CasoHEProstata_A_0977_row_26192_column_60731,1,1
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0978_row_24576_column_12288,1,1
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0979_row_20442_column_14937,0,0
1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0979_row_20442_column_16985,1,0
1,-1,1,-1,-1,-1,-1,CasoHEProstata_A_0979_row_22490_column_16985,1,1
-1,0,-1,-1,2,-1,-1,CasoHEProstata_A_0982_row_41954_column_170347,2,1
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0982_row_44002_column_170347,0,0
2,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0982_row_44002_column_172395,2,0
-1,1,-1,2,-1,-1,2,CasoHEProstata_A_0991_row_11953_column_148345,2,2
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0991_row_20145_column_144249,0,0
-1,1,-1,-1,0,-1,-1,CasoHEProstata_A_0991_row_22193_column_142201,1,0
-1,1,-1,-1,-1,1,-1,CasoHEProstata_A_0991_row_22193_column_144249,1,1
-1,-1,-1,-1,-1,2,2,CasoHEProstata_A_0991_row_3761_column_152441,2,2
2,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0991_row_5809_column_150393,1,2
-1,-1,-1,-1,-1,0,3,CasoHEProstata_A_0991_row_9905_column_148345,3,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0992_row_22528_column_116736,0,0
-1,0,-1,-1,0,-1,2,CasoHEProstata_A_0992_row_22528_column_120832,0,0
-1,3,-1,-1,3,-1,-1,CasoHEProstata_A_0992_row_22528_column_36864,3,3
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0992_row_24576_column_112640,0,0
0,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0992_row_24576_column_120832,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0992_row_26624_column_112640,0,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0992_row_28672_column_129024,0,0
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0992_row_28672_column_157696,0,0
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0992_row_30720_column_102400,2,0
-1,1,-1,-1,-1,0,-1,CasoHEProstata_A_0992_row_30720_column_157696,1,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0992_row_32768_column_30720,0,0
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0992_row_34816_column_118784,3,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0992_row_34816_column_120832,0,0
-1,-1,0,-1,0,-1,2,CasoHEProstata_A_0992_row_34816_column_96256,0,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0992_row_34816_column_98304,2,0
-1,-1,-1,0,-1,-1,3,CasoHEProstata_A_0992_row_36864_column_96256,3,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0992_row_38912_column_124928,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0992_row_40960_column_124928,0,0
0,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0992_row_40960_column_126976,2,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0992_row_43008_column_124928,0,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0992_row_43008_column_126976,2,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0992_row_43008_column_129024,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0992_row_43008_column_131072,0,0
-1,-1,-1,-1,0,-1,2,CasoHEProstata_A_0992_row_43008_column_43008,2,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_0992_row_43008_column_47104,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0992_row_43008_column_53248,0,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0992_row_43008_column_55296,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_0992_row_45056_column_129024,0,0
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0992_row_45056_column_131072,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0992_row_45056_column_133120,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0992_row_45056_column_135168,0,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_0992_row_45056_column_139264,2,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_0992_row_45056_column_141312,0,0
-1,-1,0,-1,-1,-1,2,CasoHEProstata_A_0992_row_45056_column_143360,2,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0992_row_51200_column_135168,0,0
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_0992_row_51200_column_47104,0,0
-1,0,-1,-1,-1,-1,0,CasoHEProstata_A_0992_row_53248_column_133120,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_0992_row_53248_column_135168,0,0
2,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0992_row_53248_column_47104,2,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_0992_row_55296_column_133120,0,0
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0992_row_55296_column_135168,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_0992_row_55296_column_47104,0,0
-1,-1,-1,0,1,-1,-1,CasoHEProstata_A_0995_row_44179_column_131339,1,1
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_0995_row_46227_column_133387,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0995_row_48275_column_123147,0,0
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0995_row_50323_column_121099,0,0
-1,-1,-1,-1,-1,0,1,CasoHEProstata_A_0995_row_50323_column_123147,1,0
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0995_row_50323_column_135435,2,0
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_0995_row_50323_column_137483,1,1
0,-1,-1,-1,1,-1,-1,CasoHEProstata_A_0995_row_52371_column_135435,1,0
-1,1,-1,-1,-1,1,-1,CasoHEProstata_A_0995_row_52371_column_137483,1,1
2,-1,-1,-1,-1,-1,2,CasoHEProstata_A_0995_row_54419_column_139531,2,2
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0995_row_54419_column_141579,0,0
-1,1,2,-1,-1,-1,-1,CasoHEProstata_A_0995_row_56467_column_127243,2,2
-1,0,0,-1,-1,-1,-1,CasoHEProstata_A_0995_row_56467_column_141579,0,0
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_0996_row_43583_column_131457,0,0
-1,1,0,-1,1,-1,-1,CasoHEProstata_A_0996_row_43583_column_133505,1,1
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_0996_row_45631_column_131457,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_0996_row_45631_column_133505,0,0
2,0,-1,-1,-1,-1,2,CasoHEProstata_A_0996_row_45631_column_141697,2,0
-1,-1,-1,-1,-1,0,2,CasoHEProstata_A_0996_row_47679_column_141697,2,0
-1,1,-1,-1,-1,1,-1,CasoHEProstata_A_0996_row_47679_column_143745,1,1
-1,-1,-1,-1,0,-1,1,CasoHEProstata_A_0996_row_47679_column_145793,1,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_0996_row_47679_column_147841,0,0
-1,-1,-1,-1,-1,1,-1,CasoHEProstata_A_0996_row_47679_column_151937,1,1
-1,-1,-1,-1,1,1,2,CasoHEProstata_A_0996_row_47679_column_153985,1,1
-1,1,-1,-1,0,-1,-1,CasoHEProstata_A_0996_row_49727_column_147841,1,0
-1,-1,0,-1,-1,-1,2,CasoHEProstata_A_0996_row_49727_column_149889,2,0
-1,1,1,-1,-1,-1,-1,CasoHEProstata_A_0996_row_49727_column_151937,1,1
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_0996_row_49727_column_153985,0,0
2,-1,-1,-1,-1,0,2,CasoHEProstata_A_0997_row_3119_column_115727,2,0
-1,-1,-1,2,1,-1,-1,CasoHEProstata_A_0997_row_3119_column_117775,2,2
-1,2,-1,2,-1,-1,-1,CasoHEProstata_A_0997_row_5167_column_113679,2,2
-1,-1,-1,-1,1,2,-1,CasoHEProstata_A_0997_row_5167_column_115727,2,2
-1,1,-1,-1,-1,-1,1,CasoHEProstata_A_0997_row_5167_column_117775,1,1
-1,-1,-1,2,1,-1,-1,CasoHEProstata_A_0997_row_7215_column_113679,2,2
1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_0997_row_7215_column_115727,1,1
-1,0,-1,-1,3,-1,-1,CasoHEProstata_A_1000_row_24576_column_141312,3,0
-1,-1,-1,-1,3,-1,-1,CasoHEProstata_A_1000_row_26624_column_53248,3,3
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_1000_row_28672_column_141312,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1000_row_30720_column_131072,0,0
1,-1,-1,0,-1,-1,2,CasoHEProstata_A_1000_row_32768_column_120832,2,1
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1000_row_38912_column_106496,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1000_row_38912_column_131072,0,0
1,1,1,-1,-1,1,-1,CasoHEProstata_A_1000_row_40960_column_137216,1,1
-1,0,0,0,1,-1,1,CasoHEProstata_A_1000_row_43008_column_145408,0,1
1,1,1,-1,-1,1,2,CasoHEProstata_A_1000_row_43008_column_147456,1,1
1,1,1,-1,1,-1,1,CasoHEProstata_A_1000_row_45056_column_147456,1,1
1,-1,-1,-1,1,-1,1,CasoHEProstata_A_1000_row_45056_column_149504,1,1
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_1000_row_45056_column_151552,0,0
1,1,1,1,1,1,2,CasoHEProstata_A_1000_row_45056_column_57344,1,1
-1,1,-1,-1,1,-1,-1,CasoHEProstata_A_1000_row_47104_column_57344,1,1
1,1,1,1,-1,-1,1,CasoHEProstata_A_1000_row_47104_column_59392,1,1
-1,2,-1,-1,-1,-1,-1,CasoHEProstata_A_1000_row_49152_column_59392,2,2
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1001_row_14336_column_26624,0,0
0,-1,-1,-1,-1,-1,-1,CasoHEProstata_A_1001_row_18432_column_16384,0,0
-1,-1,0,0,0,0,-1,CasoHEProstata_A_1001_row_18432_column_24576,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_1001_row_22528_column_14336,0,0
0,0,0,-1,0,0,2,CasoHEProstata_A_1001_row_26624_column_24576,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1001_row_28672_column_16384,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_1001_row_30720_column_14336,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1001_row_30720_column_16384,0,0
2,1,-1,-1,0,-1,-1,CasoHEProstata_A_1001_row_36864_column_24576,2,0
-1,3,-1,-1,-1,-1,-1,CasoHEProstata_A_1001_row_45056_column_24576,3,3
0,0,-1,0,-1,0,1,CasoHEProstata_A_1001_row_49152_column_24576,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1001_row_51200_column_20480,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1001_row_53248_column_24576,0,0
0,0,-1,0,-1,0,1,CasoHEProstata_A_1001_row_55296_column_16384,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1001_row_55296_column_18432,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1001_row_59392_column_10240,0,0
0,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1001_row_61440_column_12288,0,0
1,1,-1,-1,-1,0,-1,CasoHEProstata_A_1002_row_22528_column_22528,1,1
1,-1,-1,-1,1,1,-1,CasoHEProstata_A_1002_row_24576_column_20480,1,1
1,1,1,0,-1,2,1,CasoHEProstata_A_1002_row_24576_column_79872,1,1
1,0,1,-1,-1,-1,2,CasoHEProstata_A_1002_row_26624_column_20480,1,1
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1002_row_26624_column_79872,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1002_row_45056_column_10240,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_1002_row_57344_column_83968,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_1002_row_61440_column_81920,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_1002_row_69632_column_73728,0,0
-1,-1,-1,0,-1,0,-1,CasoHEProstata_A_1002_row_71680_column_83968,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_12288_column_104448,0,0
-1,-1,-1,-1,-1,0,-1,CasoHEProstata_A_1003_row_18432_column_100352,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_26624_column_118784,0,0
0,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1003_row_26624_column_120832,0,0
0,-1,-1,0,0,0,-1,CasoHEProstata_A_1003_row_26624_column_122880,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_1003_row_28672_column_114688,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_28672_column_126976,0,0
0,0,-1,-1,0,0,-1,CasoHEProstata_A_1003_row_30720_column_116736,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1003_row_30720_column_120832,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_30720_column_124928,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_1003_row_30720_column_18432,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1003_row_30720_column_20480,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_32768_column_20480,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_34816_column_104448,0,0
0,-1,0,0,0,0,-1,CasoHEProstata_A_1003_row_34816_column_106496,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_1003_row_34816_column_92160,0,0
-1,0,-1,-1,-1,0,-1,CasoHEProstata_A_1003_row_34816_column_98304,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_1003_row_40960_column_98304,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_1003_row_43008_column_131072,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_43008_column_18432,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1003_row_43008_column_4096,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_1003_row_45056_column_12288,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1003_row_47104_column_28672,0,0
-1,-1,-1,-1,0,0,-1,CasoHEProstata_A_1003_row_49152_column_34816,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1003_row_65536_column_40960,0,0
-1,0,0,0,0,0,-1,CasoHEProstata_A_1003_row_8192_column_96256,0,0
0,-1,0,-1,0,-1,1,CasoHEProstata_A_1005_row_14336_column_120832,0,0
0,-1,-1,0,0,-1,-1,CasoHEProstata_A_1005_row_36864_column_53248,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1005_row_43008_column_122880,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1005_row_45056_column_122880,0,0
-1,0,0,0,-1,0,1,CasoHEProstata_A_1005_row_8192_column_108544,0,0
0,0,0,-1,-1,0,-1,CasoHEProstata_A_1006_row_10240_column_59392,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1006_row_14336_column_120832,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1006_row_20480_column_112640,0,0
-1,1,-1,-1,-1,-1,-1,CasoHEProstata_A_1006_row_22528_column_141312,1,1
0,-1,-1,-1,0,0,0,CasoHEProstata_A_1006_row_22528_column_147456,0,0
-1,1,-1,0,-1,-1,-1,CasoHEProstata_A_1006_row_22528_column_151552,1,1
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_1006_row_34816_column_118784,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1006_row_38912_column_30720,0,0
-1,0,-1,0,-1,-1,-1,CasoHEProstata_A_1006_row_40960_column_49152,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1006_row_4096_column_43008,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1006_row_45056_column_110592,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1006_row_49152_column_122880,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1006_row_49152_column_59392,0,0
-1,-1,-1,0,0,0,2,CasoHEProstata_A_1006_row_51200_column_133120,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1007_row_28672_column_20480,0,0
2,-1,0,0,-1,0,-1,CasoHEProstata_A_1007_row_67584_column_36864,0,0
0,0,-1,-1,-1,-1,0,CasoHEProstata_A_1008_row_6144_column_104448,0,0
-1,0,-1,-1,-1,-1,3,CasoHEProstata_A_1008_row_6144_column_26624,3,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1008_row_8192_column_28672,0,0
0,0,-1,0,-1,-1,3,CasoHEProstata_A_1008_row_8192_column_30720,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_1009_row_10240_column_43008,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_1009_row_34816_column_83968,0,0
-1,-1,0,0,-1,-1,-1,CasoHEProstata_A_1009_row_6144_column_69632,0,0
-1,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1009_row_8192_column_79872,0,0
0,-1,-1,-1,0,-1,2,CasoHEProstata_A_1012_row_10240_column_6144,0,0
-1,0,0,-1,-1,0,-1,CasoHEProstata_A_1012_row_14336_column_26624,0,0
0,-1,-1,-1,-1,0,0,CasoHEProstata_A_1012_row_16384_column_26624,0,0
-1,-1,-1,0,-1,-1,0,CasoHEProstata_A_1012_row_16384_column_28672,0,0
0,-1,0,0,-1,0,-1,CasoHEProstata_A_1012_row_18432_column_6144,0,0
-1,0,0,0,-1,0,-1,CasoHEProstata_A_1012_row_20480_column_6144,0,0
0,-1,-1,-1,-1,0,-1,CasoHEProstata_A_1012_row_22528_column_6144,0,0
0,-1,-1,0,-1,0,0,CasoHEProstata_A_1012_row_24576_column_8192,0,0
0,0,0,-1,-1,0,-1,CasoHEProstata_A_1012_row_28672_column_8192,0,0
-1,-1,-1,-1,-1,-1,0,CasoHEProstata_A_1012_row_32768_column_10240,0,0
-1,-1,-1,0,-1,-1,2,CasoHEProstata_A_1012_row_32768_column_26624,2,0
-1,-1,-1,0,-1,-1,0,CasoHEProstata_A_1012_row_32768_column_8192,0,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_1012_row_40960_column_12288,2,0
0,-1,-1,0,-1,-1,-1,CasoHEProstata_A_1012_row_4096_column_6144,0,0
-1,-1,-1,0,0,-1,-1,CasoHEProstata_A_1012_row_43008_column_22528,0,0
-1,-1,-1,-1,-1,-1,0,CasoHEProstata_A_1012_row_47104_column_22528,0,0
-1,0,0,0,0,0,1,CasoHEProstata_A_1012_row_49152_column_14336,0,0
0,0,-1,0,-1,-1,0,CasoHEProstata_A_1012_row_49152_column_24576,0,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_1012_row_55296_column_26624,2,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_1012_row_59392_column_28672,2,0
-1,-1,-1,-1,-1,-1,2,CasoHEProstata_A_1012_row_61440_column_28672,2,0
-1,-1,1,-1,1,-1,2,CasoHEProstata_A_1012_row_63488_column_28672,1,1
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_14336_column_43008,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_14336_column_45056,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_22528_column_108544,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_28672_column_100352,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_28672_column_67584,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_30720_column_65536,0,0
0,0,-1,0,-1,-1,-1,CasoHEProstata_A_1013_row_34816_column_104448,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_36864_column_112640,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_38912_column_112640,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_38912_column_147456,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_45056_column_94208,0,0
-1,0,-1,-1,0,-1,-1,CasoHEProstata_A_1013_row_49152_column_100352,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1013_row_51200_column_159744,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1013_row_51200_column_98304,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_53248_column_143360,0,0
-1,0,-1,-1,-1,-1,-1,CasoHEProstata_A_1013_row_53248_column_159744,0,0
0,0,0,-1,0,0,-1,CasoHEProstata_A_1014_row_14336_column_73728,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1014_row_22528_column_69632,0,0
-1,-1,-1,-1,0,-1,-1,CasoHEProstata_A_1014_row_24576_column_69632,0,0
-1,-1,0,-1,-1,-1,-1,CasoHEProstata_A_1014_row_32768_column_65536,0,0
-1,-1,0,-1,0,-1,-1,CasoHEProstata_A_1014_row_36864_column_79872,0,0
